Performance_Template_ID,Department_ID,Department,Role_Band,KPI_ID,KPI_Name,KPI_Group,KPI_Weight_pct,Measurement_Scope,Scoring_Direction,Floor_Value,Target_Value,Stretch_Value,Mandatory_Flag,Critical_KPI_Flag,Effective_Start_Date,Effective_End_Date,Active_Status
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-ADM-001,Administration Service Target Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-ADM-002,Facility and Maintenance Reliability,QUALITY,15,Team/Department,HIGHER_BETTER,85,95,99,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-ADM-003,Administrative Cost Variance,EFFICIENCY,10,Team/Department,LOWER_BETTER,10,5,1,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-MANAGER,DEPARTMENT-010,Administration & Facilities,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-LGL-001,Contract and Case Milestone Achievement,OUTPUT,15,Individual,HIGHER_BETTER,70,100,112,Yes,No,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-LGL-002,Regulatory and Policy Compliance Accuracy,QUALITY,15,Individual,HIGHER_BETTER,95,99,100,Yes,Yes,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-LGL-003,Legal Advisory Turnaround Time,EFFICIENCY,10,Individual,LOWER_BETTER,8,4,2,Yes,No,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-INTERN,DEPARTMENT-011,Legal & Compliance,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-LGL-001,Contract and Case Milestone Achievement,OUTPUT,25,Individual,HIGHER_BETTER,70,100,112,Yes,No,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-LGL-002,Regulatory and Policy Compliance Accuracy,QUALITY,20,Individual,HIGHER_BETTER,95,99,100,Yes,Yes,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-LGL-003,Legal Advisory Turnaround Time,EFFICIENCY,15,Individual,LOWER_BETTER,8,4,2,Yes,No,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-JUNIOR,DEPARTMENT-011,Legal & Compliance,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-LGL-001,Contract and Case Milestone Achievement,OUTPUT,30,Individual,HIGHER_BETTER,70,100,112,Yes,No,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-LGL-002,Regulatory and Policy Compliance Accuracy,QUALITY,25,Individual,HIGHER_BETTER,95,99,100,Yes,Yes,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-LGL-003,Legal Advisory Turnaround Time,EFFICIENCY,20,Individual,LOWER_BETTER,8,4,2,Yes,No,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-PROFESSIONAL,DEPARTMENT-011,Legal & Compliance,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-LGL-001,Contract and Case Milestone Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,70,100,112,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-LGL-002,Regulatory and Policy Compliance Accuracy,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,95,99,100,Yes,Yes,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-LGL-003,Legal Advisory Turnaround Time,EFFICIENCY,15,Individual + Mentoring,LOWER_BETTER,8,4,2,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-SENIOR,DEPARTMENT-011,Legal & Compliance,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-LGL-001,Contract and Case Milestone Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,70,100,112,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-LGL-002,Regulatory and Policy Compliance Accuracy,QUALITY,15,Team/Department,HIGHER_BETTER,95,99,100,Yes,Yes,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-LGL-003,Legal Advisory Turnaround Time,EFFICIENCY,10,Team/Department,LOWER_BETTER,8,4,2,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LGL-MANAGER,DEPARTMENT-011,Legal & Compliance,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-PRC-001,Procurement Cycle Target Achievement,OUTPUT,15,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-PRC-002,Verified Procurement Savings,QUALITY,15,Individual,HIGHER_BETTER,1,4,8,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-PRC-003,Supplier On-Time and Quality Score,EFFICIENCY,10,Individual,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-INTERN,DEPARTMENT-012,Procurement & Supply Chain,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-PRC-001,Procurement Cycle Target Achievement,OUTPUT,25,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-PRC-002,Verified Procurement Savings,QUALITY,20,Individual,HIGHER_BETTER,1,4,8,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-PRC-003,Supplier On-Time and Quality Score,EFFICIENCY,15,Individual,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-JUNIOR,DEPARTMENT-012,Procurement & Supply Chain,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-PRC-001,Procurement Cycle Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-PRC-002,Verified Procurement Savings,QUALITY,25,Individual,HIGHER_BETTER,1,4,8,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-PRC-003,Supplier On-Time and Quality Score,EFFICIENCY,20,Individual,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-PROFESSIONAL,DEPARTMENT-012,Procurement & Supply Chain,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-PRC-001,Procurement Cycle Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-PRC-002,Verified Procurement Savings,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,1,4,8,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-PRC-003,Supplier On-Time and Quality Score,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-SENIOR,DEPARTMENT-012,Procurement & Supply Chain,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-PRC-001,Procurement Cycle Target Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-PRC-002,Verified Procurement Savings,QUALITY,15,Team/Department,HIGHER_BETTER,1,4,8,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-PRC-003,Supplier On-Time and Quality Score,EFFICIENCY,10,Team/Department,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-PRC-MANAGER,DEPARTMENT-012,Procurement & Supply Chain,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-LOG-001,On-Time Dispatch Target Achievement,OUTPUT,15,Individual,HIGHER_BETTER,80,95,100,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-LOG-002,Inventory and Order Accuracy,QUALITY,15,Individual,HIGHER_BETTER,95,99,100,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-LOG-003,Damage and Loss Rate,EFFICIENCY,10,Individual,LOWER_BETTER,3,1,0.2,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-INTERN,DEPARTMENT-013,Logistics & Warehouse,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-LOG-001,On-Time Dispatch Target Achievement,OUTPUT,25,Individual,HIGHER_BETTER,80,95,100,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-LOG-002,Inventory and Order Accuracy,QUALITY,20,Individual,HIGHER_BETTER,95,99,100,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-LOG-003,Damage and Loss Rate,EFFICIENCY,15,Individual,LOWER_BETTER,3,1,0.2,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-JUNIOR,DEPARTMENT-013,Logistics & Warehouse,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-LOG-001,On-Time Dispatch Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,80,95,100,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-LOG-002,Inventory and Order Accuracy,QUALITY,25,Individual,HIGHER_BETTER,95,99,100,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-LOG-003,Damage and Loss Rate,EFFICIENCY,20,Individual,LOWER_BETTER,3,1,0.2,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-PROFESSIONAL,DEPARTMENT-013,Logistics & Warehouse,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-LOG-001,On-Time Dispatch Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,80,95,100,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-LOG-002,Inventory and Order Accuracy,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,95,99,100,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-LOG-003,Damage and Loss Rate,EFFICIENCY,15,Individual + Mentoring,LOWER_BETTER,3,1,0.2,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-LOG-SENIOR,DEPARTMENT-013,Logistics & Warehouse,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
